Age,Balance,CreditScore,IsActiveMember,EstimatedSalary,NumOfProducts,Tenure,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
0.375,0.045927417117843,0.48687350835322185,0.0,0.699229076376794,0.0,0.2,1.0,0.0,0.0,0.0,1.0
0.2321428571428571,0.07313006360438824,0.7088305489260143,0.0,0.4346696109478455,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.3928571428571428,0.09430301725412482,0.594272076372315,1.0,0.0803578741769839,0.0,0.7000000000000001,1.0,0.0,0.0,0.0,1.0
0.4107142857142857,0.0,0.41527446300715987,0.0,0.6376424948582589,0.3333333333333333,0.9,0.0,0.0,1.0,0.0,1.0
0.2857142857142857,0.0,0.6109785202863962,1.0,0.6633716019879898,0.3333333333333333,0.7000000000000001,1.0,0.0,0.0,0.0,1.0
0.3571428571428571,0.0,0.4081145584725536,1.0,0.8082867913885775,0.3333333333333333,0.6000000000000001,1.0,0.0,0.0,1.0,0.0
0.1785714285714286,0.0,0.48687350835322185,1.0,0.932480901926134,0.3333333333333333,0.7000000000000001,1.0,0.0,0.0,1.0,0.0
0.3214285714285714,0.0,0.2553699284009545,0.0,0.35279529195038123,0.3333333333333333,0.1,0.0,0.0,1.0,1.0,0.0
0.2857142857142857,0.0,0.6849642004773269,1.0,0.5433690417434864,0.3333333333333333,0.4,1.0,0.0,0.0,0.0,1.0
0.3392857142857143,0.0,0.5894988066825775,1.0,0.8978556952188934,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0
0.2321428571428571,0.0,0.5799522673031026,0.0,0.8552503264061717,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0
0.6428571428571428,0.07469807415541278,0.3174224343675416,0.0,0.6952484962313901,0.0,0.5,0.0,0.0,1.0,1.0,0.0
0.375,0.0,0.13365155131264905,1.0,0.6888275330294042,0.3333333333333333,0.2,0.0,0.0,1.0,0.0,1.0
0.3035714285714286,0.0,1.0,1.0,0.9131539562028173,0.3333333333333333,0.8,1.0,0.0,0.0,0.0,1.0
0.1964285714285714,0.0,0.8568019093078758,1.0,0.005442369746310773,0.3333333333333333,0.5,0.0,0.0,1.0,1.0,0.0
0.25,0.0,0.4343675417661097,0.0,0.9399162620030213,0.3333333333333333,0.4,1.0,0.0,0.0,1.0,0.0
0.2321428571428571,0.08918362472943918,0.4009546539379474,1.0,0.9118052273992165,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0
0.7321428571428572,0.06261223432526396,0.4343675417661097,0.0,0.44412286373348653,0.0,0.2,0.0,1.0,0.0,1.0,0.0
0.4285714285714286,0.0713147814241374,0.28639618138424816,0.0,0.81835805319408,0.0,0.5,0.0,1.0,0.0,1.0,0.0
0.2857142857142857,0.0,0.3794749403341289,1.0,0.860514029089778,0.3333333333333333,0.9,1.0,0.0,0.0,1.0,0.0
0.3214285714285714,0.0,0.39618138424821003,1.0,0.6633716019879898,0.0,0.6000000000000001,1.0,0.0,0.0,1.0,0.0
0.14285714285714285,0.0,0.503579952267303,0.0,0.5072658938928668,0.3333333333333333,0.7000000000000001,1.0,0.0,0.0,0.0,1.0
0.5535714285714286,0.06822579793737776,0.6610978520286395,0.0,0.5177964495609331,0.6666666666666667,0.9,0.0,1.0,0.0,0.0,1.0
0.4464285714285714,0.0,0.6992840095465394,0.0,0.874875250586431,0.3333333333333333,0.2,1.0,0.0,0.0,1.0,0.0
0.3392857142857143,0.06948883834486229,0.6348448687350834,1.0,0.4028577729173136,0.0,0.4,1.0,0.0,0.0,1.0,0.0
0.3571428571428571,0.09329681687285121,0.701670644391408,0.0,0.3570770008535815,0.3333333333333333,0.9,0.0,0.0,1.0,1.0,0.0
0.2678571428571429,0.0,0.5894988066825775,0.0,0.4685518967061354,0.3333333333333333,0.6000000000000001,1.0,0.0,0.0,0.0,1.0
0.25,0.0,0.7207637231503579,1.0,0.7477683618785593,0.3333333333333333,0.2,0.0,0.0,1.0,0.0,1.0
0.4464285714285714,0.0,0.5011933174224343,0.0,0.6588877237776207,0.3333333333333333,0.5,1.0,0.0,0.0,1.0,0.0
0.1964285714285714,0.06288694456340911,0.5417661097852027,1.0,0.393282858512988,0.0,0.8,1.0,0.0,0.0,0.0,1.0
0.3392857142857143,0.0,0.5083532219570406,0.0,0.46855914739857657,0.3333333333333333,0.8,1.0,0.0,0.0,1.0,0.0
0.4107142857142857,0.0796923211717327,0.4916467780429594,1.0,0.29484025724456686,0.0,0.1,1.0,0.0,0.0,0.0,1.0
0.4107142857142857,0.0,0.7494033412887828,0.0,0.8144653814439279,0.0,0.7000000000000001,1.0,0.0,0.0,1.0,0.0
0.3214285714285714,0.0,0.7064439140811456,0.0,0.8978556952188934,0.3333333333333333,0.1,1.0,0.0,0.0,0.0,1.0
0.2857142857142857,0.0,0.6634844868735084,1.0,0.7647967880932628,0.0,0.8,1.0,0.0,0.0,0.0,1.0
0.1785714285714286,0.0,0.77326968973747,1.0,0.026988377390040744,0.3333333333333333,0.1,0.0,0.0,1.0,0.0,1.0
0.25,0.0,0.5369928400954653,1.0,0.8552215736602845,0.0,0.30000000000000004,1.0,0.0,0.0,0.0,1.0
0.375,0.08810695196384985,0.5871121718377088,1.0,0.673960163195585,0.0,0.30000000000000004,1.0,0.0,0.0,0.0,1.0
0.5892857142857143,0.07325666778305968,0.269689737470167,1.0,0.5654432498303588,0.0,0.5,1.0,0.0,0.0,1.0,0.0
0.2857142857142857,0.0,0.38186157517899755,0.0,0.719422054806234,0.3333333333333333,0.7000000000000001,0.0,0.0,1.0,0.0,1.0
0.4642857142857143,0.08854744638513226,0.39618138424821003,0.0,0.2579019296342801,0.0,0.1,0.0,1.0,0.0,1.0,0.0
0.375,0.0,0.6610978520286395,1.0,0.8553238334260922,0.0,0.1,1.0,0.0,0.0,1.0,0.0
0.1964285714285714,0.07546969273884367,0.7517899761336515,0.0,0.7643957497941053,0.0,0.1,0.0,1.0,0.0,0.0,1.0
0.3392857142857143,0.060794887196103,0.6348448687350834,0.0,0.8576032011057055,0.0,0.1,0.0,1.0,0.0,0.0,1.0
0.1785714285714286,0.09142420834931118,0.5274463007159904,1.0,0.4617720992354769,0.0,0.8,0.0,1.0,0.0,0.0,1.0
0.2857142857142857,0.0,0.5369928400954653,1.0,0.6272310005605535,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,1.0
0.4642857142857143,0.0,0.6276849642004771,0.0,0.33397384450214995,0.0,0.1,1.0,0.0,0.0,0.0,1.0
0.6428571428571428,0.0,0.5894988066825775,0.0,0.43397059419174533,0.6666666666666667,0.1,0.0,0.0,1.0,0.0,1.0
0.2857142857142857,0.0,0.4200477326968972,0.0,0.31180862772394763,0.3333333333333333,0.4,1.0,0.0,0.0,0.0,1.0
0.3035714285714286,0.0,0.7708830548926013,1.0,0.9031384497219483,0.3333333333333333,0.1,0.0,0.0,1.0,0.0,1.0
0.8035714285714286,0.07376782667692851,0.7255369928400954,0.0,0.0029363804243305227,0.0,0.9,1.0,0.0,0.0,1.0,0.0
0.4464285714285714,0.0,0.41527446300715987,1.0,0.28449616938417616,0.3333333333333333,0.8,0.0,0.0,1.0,1.0,0.0
0.1785714285714286,0.0,0.77326968973747,0.0,0.8174441659178451,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,1.0
0.4821428571428571,0.0,0.3794749403341289,1.0,0.41259455277979046,0.3333333333333333,0.30000000000000004,1.0,0.0,0.0,0.0,1.0
0.4464285714285714,0.0,0.32219570405727915,1.0,0.29837009434400985,0.0,0.4,1.0,0.0,0.0,1.0,0.0
0.3035714285714286,0.0,0.7159904534606205,0.0,0.7199123016248051,0.3333333333333333,0.7000000000000001,0.0,0.0,1.0,1.0,0.0
0.3214285714285714,0.075921340285344,0.7040572792362767,0.0,0.7442556264123222,0.3333333333333333,0.4,0.0,1.0,0.0,0.0,1.0
0.7678571428571428,0.05936713709924549,0.7064439140811456,1.0,0.4064697178580554,0.0,0.7000000000000001,1.0,0.0,0.0,0.0,1.0
0.4107142857142857,0.06196015467379756,0.3651551312649164,0.0,0.7060620289237621,0.3333333333333333,0.9,0.0,1.0,0.0,0.0,1.0
0.3035714285714286,0.0,0.3890214797136038,1.0,0.6935120804036785,0.3333333333333333,0.4,0.0,0.0,1.0,1.0,0.0
0.3392857142857143,0.0,0.3603818615751788,1.0,0.4444347935227814,0.0,0.4,1.0,0.0,0.0,1.0,0.0
0.3571428571428571,0.0,0.701670644391408,0.0,0.24175468757266316,0.3333333333333333,0.30000000000000004,0.0,0.0,1.0,0.0,1.0
0.2857142857142857,0.0,0.5990453460620524,0.0,0.6124392379472239,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.3571428571428571,0.0,0.5011933174224343,1.0,0.00698616717896559,0.3333333333333333,0.1,1.0,0.0,0.0,0.0,1.0
0.4642857142857143,0.0,0.6563245823389021,1.0,0.7785171983924464,0.0,0.1,1.0,0.0,0.0,0.0,1.0
0.4642857142857143,0.0,0.3532219570405728,1.0,0.688380590346378,0.3333333333333333,0.8,1.0,0.0,0.0,1.0,0.0
0.4107142857142857,0.0,0.20286396181384236,1.0,0.879497291991385,0.0,0.30000000000000004,1.0,0.0,0.0,0.0,1.0
0.4821428571428571,0.0,0.5131264916467779,0.0,0.8549280456283573,0.3333333333333333,0.9,0.0,0.0,1.0,1.0,0.0
0.3392857142857143,0.0,0.7326968973747017,1.0,0.3677344186369798,0.3333333333333333,0.6000000000000001,0.0,0.0,1.0,0.0,1.0
0.4642857142857143,0.07315855269603752,0.766109785202864,0.0,0.832406344805929,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.2321428571428571,0.0,0.6682577565632457,0.0,0.2618058524589098,0.3333333333333333,0.6000000000000001,1.0,0.0,0.0,1.0,0.0
0.14285714285714285,0.0648054141615805,0.7565632458233889,0.0,0.9061514374622776,0.3333333333333333,0.2,0.0,1.0,0.0,1.0,0.0
0.3392857142857143,0.0,0.4821002386634845,1.0,0.6295515721751427,0.3333333333333333,0.8,1.0,0.0,0.0,1.0,0.0
0.375,0.11099914966124214,0.6563245823389021,0.0,0.8324976035211362,0.0,0.30000000000000004,0.0,0.0,1.0,1.0,0.0
0.2321428571428571,0.08399670717484146,0.5441527446300716,1.0,0.27858990533595956,0.0,0.6000000000000001,1.0,0.0,0.0,0.0,1.0
0.4107142857142857,0.07136932849025979,0.7923627684964201,0.0,0.41321981249209294,0.3333333333333333,0.7000000000000001,1.0,0.0,0.0,0.0,1.0
0.375,0.0,0.34606205250596656,1.0,0.8585637428374409,0.3333333333333333,0.2,0.0,0.0,1.0,0.0,1.0
0.3214285714285714,0.0,0.7589498806682577,0.0,0.7946080850721243,0.3333333333333333,0.5,1.0,0.0,0.0,1.0,0.0
0.25,0.10238179371042734,0.5560859188544152,1.0,0.19150208844944688,0.0,0.8,1.0,0.0,0.0,0.0,1.0
0.375,0.0,0.5513126491646778,1.0,0.6194149041233438,0.0,0.4,1.0,0.0,0.0,1.0,0.0
0.2142857142857143,0.0,0.5632458233890214,1.0,0.904178399037108,0.3333333333333333,0.4,0.0,0.0,1.0,1.0,0.0
0.4464285714285714,0.0,0.5346062052505967,0.0,0.4992095245095906,0.3333333333333333,0.9,1.0,0.0,0.0,1.0,0.0
0.4107142857142857,0.0,0.5823389021479712,1.0,0.7378011100060055,0.3333333333333333,0.4,1.0,0.0,0.0,1.0,0.0
0.4642857142857143,0.039595779527757946,0.33651551312649164,0.0,0.4578517748444976,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.1607142857142857,0.0,0.4009546539379474,1.0,0.02843966598810186,0.3333333333333333,0.6000000000000001,0.0,0.0,1.0,1.0,0.0
0.3392857142857143,0.06477670897062669,0.15751789976133646,1.0,0.8141381001885679,0.0,0.6000000000000001,0.0,1.0,0.0,1.0,0.0
0.6964285714285714,0.07088025374476384,0.630071599045346,0.0,0.7440858601996491,0.0,0.7000000000000001,1.0,0.0,0.0,1.0,0.0
0.375,0.04402936890395117,0.6252983293556085,0.0,0.5788947844519151,0.0,0.5,1.0,0.0,0.0,0.0,1.0
0.5,0.0,0.6921241050119331,1.0,0.6277719022166617,0.3333333333333333,0.9,0.0,0.0,1.0,1.0,0.0
0.6428571428571428,0.0,0.7183770883054892,0.0,0.6338086287240431,0.0,0.7000000000000001,1.0,0.0,0.0,0.0,1.0
0.6428571428571428,0.05619563369194173,0.4701670644391407,0.0,0.4152724585197886,0.0,0.1,0.0,1.0,0.0,0.0,1.0
0.4285714285714286,0.07712758859504226,0.4916467780429594,0.0,0.3526384269697756,0.0,0.9,0.0,1.0,0.0,0.0,1.0
0.3035714285714286,0.0,0.9785202863961815,0.0,0.4895289500147264,0.3333333333333333,0.30000000000000004,0.0,0.0,1.0,0.0,1.0
0.6071428571428571,0.0,0.11933174224343657,0.0,0.4399101114156402,0.0,0.6000000000000001,1.0,0.0,0.0,1.0,0.0
0.3035714285714286,0.0,0.6085918854415273,0.0,0.5633170967827428,0.3333333333333333,0.2,0.0,0.0,1.0,0.0,1.0
0.1785714285714286,0.0,0.38186157517899755,0.0,0.2532866388740125,0.0,0.8,1.0,0.0,0.0,0.0,1.0
0.14285714285714285,0.07681973712744164,0.6825775656324582,0.0,0.51453578816777,0.0,0.8,1.0,0.0,0.0,1.0,0.0
0.3035714285714286,0.0,0.34844868735083523,1.0,0.728994168943134,0.3333333333333333,0.8,1.0,0.0,0.0,0.0,1.0
0.375,0.0,0.7422434367541766,0.0,0.8143113167307477,0.0,0.4,1.0,0.0,0.0,0.0,1.0
0.3392857142857143,0.0,0.5847255369928399,1.0,0.8496278394586683,0.3333333333333333,0.4,1.0,0.0,0.0,1.0,0.0
0.3035714285714286,0.0,0.6014319809069211,1.0,0.6691628550526575,0.3333333333333333,0.4,1.0,0.0,0.0,0.0,1.0
0.1964285714285714,0.0,0.5346062052505967,1.0,0.7570704002232214,0.3333333333333333,0.6000000000000001,1.0,0.0,0.0,0.0,1.0
0.25,0.0,0.42959427207637213,1.0,0.47811290978288423,0.0,0.1,1.0,0.0,0.0,0.0,1.0
0.0892857142857143,0.0,0.665871121718377,1.0,0.8624783666840182,0.3333333333333333,0.7000000000000001,0.0,0.0,1.0,1.0,0.0
0.1607142857142857,0.0770818475755801,0.6992840095465394,1.0,0.44300885734587653,0.0,0.8,1.0,0.0,0.0,0.0,1.0
0.9642857142857142,0.09144695280111459,0.3627684964200477,1.0,0.9136733558054793,0.0,0.1,0.0,0.0,1.0,1.0,0.0
0.4285714285714286,0.0,0.5274463007159904,0.0,0.807031271486427,0.0,0.7000000000000001,1.0,0.0,0.0,1.0,0.0
0.2678571428571429,0.048726689473066936,0.34606205250596656,1.0,0.8323987940848351,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.2142857142857143,0.0,0.4343675417661097,1.0,0.4120960051684936,0.3333333333333333,0.7000000000000001,0.0,0.0,1.0,1.0,0.0
0.5714285714285714,0.08378924583971922,0.5990453460620524,0.0,0.5776229129881904,0.0,0.7000000000000001,1.0,0.0,0.0,0.0,1.0
0.2857142857142857,0.06417034032483016,0.305489260143198,0.0,0.5788370289362633,0.0,0.7000000000000001,0.0,1.0,0.0,0.0,1.0
0.1607142857142857,0.0,0.6467780429594272,1.0,0.6554941996960709,0.0,0.7000000000000001,1.0,0.0,0.0,1.0,0.0
0.25,0.09143743842895614,0.5727923627684963,1.0,0.23383913163707132,0.0,0.30000000000000004,0.0,0.0,1.0,0.0,1.0
0.375,0.060901406144968605,0.5536992840095465,1.0,0.48813526691799064,0.0,0.30000000000000004,1.0,0.0,0.0,0.0,1.0
0.3571428571428571,0.04839151344895823,0.7565632458233889,1.0,0.8174441659178451,0.0,0.1,0.0,0.0,1.0,0.0,1.0
0.7321428571428572,0.07117905305260737,0.5871121718377088,1.0,0.8204275508311044,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.5178571428571428,0.0618164966583424,0.43914081145584727,0.0,0.1315483128638785,0.0,0.9,0.0,1.0,0.0,1.0,0.0
0.3571428571428571,0.0,0.6181384248210022,1.0,0.45437024235814516,0.3333333333333333,0.7000000000000001,1.0,0.0,0.0,0.0,1.0
0.3928571428571428,0.0,0.22673031026252977,1.0,0.6392393973624481,0.0,0.9,0.0,0.0,1.0,0.0,1.0
0.3214285714285714,0.07268937109207668,0.7995226730310261,0.0,0.874875250586431,0.0,0.9,0.0,0.0,1.0,0.0,1.0
0.4464285714285714,0.0,0.36754176610978506,0.0,0.5075693728751095,0.3333333333333333,0.7000000000000001,0.0,0.0,1.0,0.0,1.0
0.7321428571428572,0.09145023030723355,0.5011933174224343,1.0,0.4975183630036668,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.3571428571428571,0.0,0.36754176610978506,1.0,0.6943640117631233,0.3333333333333333,0.4,0.0,0.0,1.0,1.0,0.0
0.3214285714285714,0.07793661636919337,0.6014319809069211,0.0,0.7008437805810455,0.0,0.4,1.0,0.0,0.0,1.0,0.0
0.1607142857142857,0.07353455948318843,0.34606205250596656,1.0,0.6179908181231307,0.3333333333333333,0.30000000000000004,1.0,0.0,0.0,1.0,0.0
0.1964285714285714,0.0,0.6563245823389021,1.0,0.2488598161124387,0.0,0.4,0.0,0.0,1.0,0.0,1.0
0.1607142857142857,0.0,0.5632458233890214,1.0,0.6801519045068803,0.3333333333333333,0.30000000000000004,0.0,0.0,1.0,0.0,1.0
0.3571428571428571,0.0,0.35560859188544147,0.0,0.3547480284367157,0.3333333333333333,0.6000000000000001,1.0,0.0,0.0,0.0,1.0
0.2321428571428571,0.048637710584420284,0.3890214797136038,0.0,0.7476933547153752,0.0,0.2,1.0,0.0,0.0,1.0,0.0
0.25,0.0,0.4081145584725536,0.0,0.8389153164127173,0.3333333333333333,0.30000000000000004,1.0,0.0,0.0,0.0,1.0
0.6428571428571428,0.05760338259761185,0.7517899761336515,0.0,0.02393498579114305,0.0,0.30000000000000004,0.0,0.0,1.0,1.0,0.0
0.4821428571428571,0.0,0.3985680190930787,0.0,0.28288851585326397,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0
0.1964285714285714,0.0,0.6706443914081144,1.0,0.2838740599727274,0.3333333333333333,0.4,1.0,0.0,0.0,0.0,1.0
0.375,0.0,0.5536992840095465,1.0,0.6830574319847544,0.0,0.9,1.0,0.0,0.0,0.0,1.0
0.4821428571428571,0.0,0.39618138424821003,0.0,0.6323814424277517,0.0,0.1,1.0,0.0,0.0,0.0,1.0
0.8035714285714286,0.0,0.766109785202864,1.0,0.2724052647027791,0.0,0.8,1.0,0.0,0.0,0.0,1.0
0.4464285714285714,0.0,0.36992840095465396,0.0,0.901662358755261,0.3333333333333333,0.1,1.0,0.0,0.0,0.0,1.0
0.3571428571428571,0.0,0.3866348448687349,0.0,0.6558908375749883,0.0,0.9,1.0,0.0,0.0,1.0,0.0
0.2678571428571429,0.0,0.5369928400954653,0.0,0.8204275508311044,0.3333333333333333,0.30000000000000004,0.0,0.0,1.0,1.0,0.0
0.2142857142857143,0.0,0.3651551312649164,0.0,0.30455738523028947,0.3333333333333333,0.8,1.0,0.0,0.0,0.0,1.0
0.3392857142857143,0.0,0.39379474940334114,1.0,0.7574237339665937,0.0,0.9,1.0,0.0,0.0,1.0,0.0
0.3214285714285714,0.0,0.5178997613365155,0.0,0.3242217631783835,0.3333333333333333,0.5,1.0,0.0,0.0,1.0,0.0
0.25,0.0,0.5727923627684963,1.0,0.8498333590857926,0.3333333333333333,0.8,1.0,0.0,0.0,1.0,0.0
0.0892857142857143,0.0,0.60381861575179,0.0,0.9141419005515026,0.3333333333333333,0.8,0.0,0.0,1.0,0.0,1.0
0.3214285714285714,0.0,0.801909307875895,1.0,0.7696166983946966,0.3333333333333333,0.7000000000000001,1.0,0.0,0.0,1.0,0.0
0.8214285714285714,0.0,0.665871121718377,1.0,0.3119837944523702,0.3333333333333333,0.8,0.0,0.0,1.0,0.0,1.0
0.2321428571428571,0.03096372882423406,0.60381861575179,1.0,0.8993580386926951,0.0,0.8,0.0,0.0,1.0,1.0,0.0
0.2857142857142857,0.04620210334495431,0.16945107398568005,1.0,0.6070453728331056,0.3333333333333333,0.9,0.0,1.0,0.0,1.0,0.0
0.2678571428571429,0.0,0.5847255369928399,0.0,0.5438174845697764,0.3333333333333333,0.8,0.0,0.0,1.0,1.0,0.0
0.3571428571428571,0.0,0.7565632458233889,1.0,0.44899447897274186,0.0,0.1,1.0,0.0,0.0,0.0,1.0
0.4642857142857143,0.0,0.4200477326968972,0.0,0.8585573922309581,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0
0.25,0.08975644996096346,0.5250596658711217,0.0,0.51453578816777,0.0,0.4,0.0,1.0,0.0,1.0,0.0
0.4285714285714286,0.0,0.7446300715990453,0.0,0.8098765432098766,0.3333333333333333,0.7000000000000001,1.0,0.0,0.0,1.0,0.0
0.2678571428571429,0.0,0.7756563245823389,1.0,0.6523745517696939,0.3333333333333333,0.6000000000000001,1.0,0.0,0.0,1.0,0.0
0.6785714285714286,0.06534768535254543,0.49642004773269677,0.0,0.3592903622295929,0.0,0.2,0.0,1.0,0.0,0.0,1.0
0.4285714285714286,0.0,0.6730310262529833,1.0,0.1914414326568187,0.3333333333333333,0.6000000000000001,0.0,0.0,1.0,0.0,1.0
0.4285714285714286,0.0,0.2911694510739855,1.0,0.527662291748862,0.3333333333333333,0.9,1.0,0.0,0.0,0.0,1.0
0.3035714285714286,0.0,0.36992840095465396,0.0,0.6932923594203246,0.3333333333333333,0.7000000000000001,0.0,0.0,1.0,1.0,0.0
0.5535714285714286,0.0,0.3269689737470167,0.0,0.6314115498030062,0.0,0.2,0.0,0.0,1.0,1.0,0.0
0.25,0.0,0.7326968973747017,1.0,0.37426934272223,0.3333333333333333,0.4,1.0,0.0,0.0,0.0,1.0
0.5892857142857143,0.0,0.4797136038186156,0.0,0.003468331225632047,0.3333333333333333,0.7000000000000001,1.0,0.0,0.0,1.0,0.0
0.375,0.0902389576887046,0.5894988066825775,0.0,0.8777460247453631,0.0,0.4,0.0,1.0,0.0,1.0,0.0
0.0892857142857143,0.08695316176033005,0.5632458233890214,0.0,0.359305063633577,0.0,0.2,0.0,1.0,0.0,1.0,0.0
0.25,0.08037880863468952,0.3842482100238662,1.0,0.28288851585326397,0.0,0.9,1.0,0.0,0.0,0.0,1.0
0.6964285714285714,0.0,0.5894988066825775,1.0,0.8933659164450205,0.3333333333333333,0.7000000000000001,1.0,0.0,0.0,0.0,1.0
0.2857142857142857,0.0,0.22673031026252977,1.0,0.7614662200240122,0.0,0.5,1.0,0.0,0.0,1.0,0.0
0.25,0.07469108094180735,0.7541766109785202,0.0,0.6843540558123301,0.3333333333333333,0.8,0.0,1.0,0.0,1.0,0.0
0.4285714285714286,0.0,0.7422434367541766,0.0,0.5700968442486257,0.0,0.6000000000000001,0.0,0.0,1.0,0.0,1.0
0.375,0.0,0.17183770883054894,1.0,0.4346696109478455,0.0,0.5,1.0,0.0,0.0,1.0,0.0
0.3035714285714286,0.0,0.5250596658711217,0.0,0.941405004177899,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.2857142857142857,0.0,0.39379474940334114,0.0,0.7007009169375675,0.3333333333333333,0.5,0.0,0.0,1.0,1.0,0.0
0.4821428571428571,0.07441689294364819,0.4892601431980905,0.0,0.8846476338490324,0.0,0.4,0.0,1.0,0.0,1.0,0.0
0.4464285714285714,0.08886810773928566,0.3842482100238662,0.0,0.7680376475953453,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
0.2857142857142857,0.0,0.630071599045346,1.0,0.35757324824520736,0.3333333333333333,0.5,0.0,0.0,1.0,0.0,1.0
0.25,0.0,0.15513126491646778,0.0,0.6313222412740417,0.3333333333333333,0.4,1.0,0.0,0.0,1.0,0.0
0.3392857142857143,0.06675886183329598,0.6539379474940334,1.0,0.3119248388221075,0.0,0.2,0.0,1.0,0.0,0.0,1.0
0.07142857142857145,0.0,0.6873508353221955,1.0,0.5848466028505722,0.3333333333333333,0.2,1.0,0.0,0.0,1.0,0.0
0.3214285714285714,0.0,0.4081145584725536,0.0,0.23861153740182187,0.3333333333333333,0.9,1.0,0.0,0.0,1.0,0.0
0.2678571428571429,0.06652706531537851,0.2577565632458232,0.0,0.4478180666253627,0.0,0.9,0.0,0.0,1.0,1.0,0.0
0.4107142857142857,0.0,0.6491646778042959,1.0,0.1913445734067603,0.3333333333333333,0.4,1.0,0.0,0.0,0.0,1.0
0.2678571428571429,0.0,0.4701670644391407,0.0,0.4785864550064531,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0
0.14285714285714285,0.0,0.6634844868735084,1.0,0.0803578741769839,0.3333333333333333,0.4,1.0,0.0,0.0,0.0,1.0
0.10714285714285715,0.0,0.7828162291169452,1.0,0.856844828681139,0.3333333333333333,0.8,0.0,0.0,1.0,0.0,1.0
0.375,0.0,0.6014319809069211,1.0,0.7047167504496679,0.3333333333333333,0.5,1.0,0.0,0.0,1.0,0.0
0.2678571428571429,0.0,0.5131264916467779,1.0,0.3693898267284526,0.3333333333333333,0.8,1.0,0.0,0.0,0.0,1.0
0.25,0.0,0.5011933174224343,1.0,0.3098607917056079,0.3333333333333333,0.9,1.0,0.0,0.0,1.0,0.0
0.6785714285714286,0.0,0.42959427207637213,1.0,0.7009961451318601,0.3333333333333333,0.2,0.0,0.0,1.0,1.0,0.0
